[Instruction_Cache] NUMBER SETS: 4
[Instruction_Cache] INDEX BITS: 2
[Instruction_Cache] TAG BITS: 28
[Instruction_Cache] BLOCK OFFSET BITS: 0
[Data_Cache] NUMBER SETS: 4
[Data_Cache] INDEX BITS: 2
[Data_Cache] TAG BITS: 28
[Data_Cache] BLOCK OFFSET BITS: 0
      Time        addr       rdata valid ready          rw        addr       rdata       wdata wstrb valid ready
   2290 ns 0x000000020 0x0001e8e93     1     1           0 0x0deadbeee 0x0deadbeef 0x000000000  0x00     0     0
   2300 ns 0x000000020 0x0001e8e93     0     0           0 0x0deadbeee 0x0deadbeef 0x000000000  0x00     0     0
   2310 ns 0x000000020 0x0001e8e93     0     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2320 ns 0x000000020 0x0001e8e93     0     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2330 ns 0x000000020 0x0001e8e93     0     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2340 ns 0x000000024 0x0001e8e93     1     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2350 ns 0x000000024 0x0001e8e93     1     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2360 ns 0x000000024 0x0001e8e93     1     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2370 ns 0x000000024 0x0001e8e93     1     0           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2380 ns 0x000000024 0x0ffdf98e3     1     1           0 0x0deadbeef 0x0deadbeef 0x000000000  0x00     0     0
   2390 ns 0x000000024 0x0ffdf98e3     0     0           0 0x000000001 0x0deadbeef 0x000000000  0x00     0     0
   2400 ns 0x000000024 0x0ffdf98e3     0     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2410 ns 0x000000024 0x0ffdf98e3     0     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2420 ns 0x000000024 0x0ffdf98e3     0     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2430 ns 0x000000028 0x0ffdf98e3     1     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2440 ns 0x000000028 0x0ffdf98e3     1     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2450 ns 0x000000028 0x0ffdf98e3     1     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2460 ns 0x000000028 0x0ffdf98e3     1     0           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
   2470 ns 0x000000028 0x000000013     1     1           0 0x000000000 0x0deadbeef 0x0deadbeef  0x00     0     0
HIT STOP000000013

Info: /OSCI/SystemC: Simulation stopped by user.
***** [LOGGER: Instruction_Cache] *****
Hits: 12
Misses: 19
Reads : 31
Read hits: 12
Read misses: 19
Writes: 0
Write hits: 0
Write misses: 0
Replacements: 15


              ********** Data_Cache **********
         set       valid       dirty         tag        data
           0           1           0 0x00000000f 0x0deadbeef

           1           0           0 0x000000000 0x000000000

           2           0           0 0x000000000 0x000000000

           3           0           0 0x000000000 0x000000000



***** [LOGGER: Data_Cache] *****
Hits: 5
Misses: 1
Reads : 5
Read hits: 5
Read misses: 0
Writes: 1
Write hits: 0
Write misses: 1
Replacements: 0
